league,season,team,player,nation,pos,age,born,playing time_mp,playing time_starts,playing time_min,playing time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,per 90 minutes_gls,per 90 minutes_ast,per 90 minutes_g+a,per 90 minutes_g-pk,per 90 minutes_g+a-pk,passing_nation,passing_pos,passing_age,passing_born,passing_90s,passing_total_cmp,passing_total_att,passing_total_cmp%,passing_total_totdist,passing_total_prgdist,passing_short_cmp,passing_short_att,passing_short_cmp%,passing_medium_cmp,passing_medium_att,passing_medium_cmp%,passing_long_cmp,passing_long_att,passing_long_cmp%,passing_ast,passing_a-xag,passing_kp,passing_1/3,passing_ppa,passing_crspa,defense_nation,defense_pos,defense_age,defense_born,defense_90s,defense_tackles_tkl,defense_tackles_tklw,defense_tackles_def 3rd,defense_tackles_mid 3rd,defense_tackles_att 3rd,defense_challenges_tkl,defense_challenges_att,defense_challenges_tkl%,defense_challenges_lost,defense_blocks_blocks,defense_blocks_sh,defense_blocks_pass,defense_int,defense_tkl+int,defense_clr,defense_err,possession_nation,possession_pos,possession_age,possession_born,possession_90s,possession_touches_touches,possession_touches_def pen,possession_touches_def 3rd,possession_touches_mid 3rd,possession_touches_att 3rd,possession_touches_att pen,possession_touches_live,possession_take-ons_att,possession_take-ons_succ,possession_take-ons_succ%,possession_take-ons_tkld,possession_take-ons_tkld%,possession_carries_carries,possession_carries_totdist,possession_carries_prgdist,possession_carries_1/3,possession_carries_cpa,possession_carries_mis,possession_carries_dis,possession_rec,gca_nation,gca_pos,gca_age,gca_born,gca_90s,gca_sca_sca,gca_sca_sca90,gca_sca types_passlive,gca_sca types_passdead,gca_sca types_to,gca_sca types_sh,gca_sca types_fld,gca_sca types_def,gca_gca_gca,gca_gca_gca90,gca_gca types_passlive,gca_gca types_passdead,gca_gca types_to,gca_gca types_sh,gca_gca types_fld,gca_gca types_def,misc_nation,misc_pos,misc_age,misc_born,misc_90s,misc_performance_crdy,misc_performance_crdr,misc_performance_2crdy,misc_performance_fls,misc_performance_fld,misc_performance_off,misc_performance_crs,misc_performance_int,misc_performance_tklw,misc_performance_pkwon,misc_performance_pkcon,misc_performance_og,shooting_nation,shooting_pos,shooting_age,shooting_born,shooting_90s,shooting_standard_gls,shooting_standard_sh,shooting_standard_sot,shooting_standard_sot%,shooting_standard_sh/90,shooting_standard_sot/90,shooting_standard_g/sh,shooting_standard_g/sot,shooting_standard_pk,shooting_standard_pkatt,player_name,club,minutes_played,goals,assists,pass_cmp_pct,prg_pass_dist,long_pass_cmp_pct,final_third_passes,key_passes,tackles_won,def_duels_won_pct,blocks,interceptions,clearances,errors_to_shot,touches_in_box,successful_dribbles,dribble_success_pct,carries_final_third,carries_into_box,sca,gca,shots_on_target_pct,shot_conversion_pct,xg,xag,npxg,prg_carries,prg_passes,through_balls,aerial_won_pct,recoveries
ENG-Premier League,2425,Aston Villa,Amadou Onana,BEL,MF,22.0,2001.0,26,20,1617,18.0,3,0,3,3,0,0,4,0,0.17,0.0,0.17,0.17,0.17,BEL,MF,22.0,2001.0,18.0,,,,,,,,,,,,,,,0,,,,,,BEL,MF,22.0,2001.0,18.0,,29,,,,,,,,,,,26,,,,BEL,MF,22.0,2001.0,18.0,,,,,,,,,,,,,,,,,,,,,BEL,MF,22.0,2001.0,18.0,,,,,,,,,,,,,,,,,BEL,MF,22.0,2001.0,18.0,4,0,0,32,30,0,2,26,29,,,0,BEL,MF,22.0,2001.0,18.0,3,17,6,35.3,0.95,0.33,0.18,0.5,0,0,Amadou Onana,Aston Villa,1617,3,0,0,0,0,0,0,29,0,0,26,0,0,0,0,0,,,0,0,35.3,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Andrés García,ESP,"DF,MF",21.0,2003.0,7,5,318,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,ESP,"DF,MF",21.0,2003.0,3.5,,,,,,,,,,,,,,,0,,,,,,ESP,"DF,MF",21.0,2003.0,3.5,,5,,,,,,,,,,,2,,,,ESP,"DF,MF",21.0,2003.0,3.5,,,,,,,,,,,,,,,,,,,,,ESP,"DF,MF",21.0,2003.0,3.5,,,,,,,,,,,,,,,,,ESP,"DF,MF",21.0,2003.0,3.5,0,0,0,1,0,0,18,2,5,,,0,ESP,"DF,MF",21.0,2003.0,3.5,0,2,0,0.0,0.57,0.0,0.0,,0,0,Andrés García,Aston Villa,318,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Axel Disasi,FRA,DF,26.0,1998.0,7,5,490,5.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,FRA,DF,26.0,1998.0,5.4,,,,,,,,,,,,,,,0,,,,,,FRA,DF,26.0,1998.0,5.4,,5,,,,,,,,,,,4,,,,FRA,DF,26.0,1998.0,5.4,,,,,,,,,,,,,,,,,,,,,FRA,DF,26.0,1998.0,5.4,,,,,,,,,,,,,,,,,FRA,DF,26.0,1998.0,5.4,2,0,0,3,2,2,1,4,5,,,0,FRA,DF,26.0,1998.0,5.4,0,2,0,0.0,0.37,0.0,0.0,,0,0,Axel Disasi,Aston Villa,490,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Boubacar Kamara,FRA,"MF,DF",24.0,1999.0,26,20,1726,19.2,1,0,1,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05,FRA,"MF,DF",24.0,1999.0,19.2,,,,,,,,,,,,,,,0,,,,,,FRA,"MF,DF",24.0,1999.0,19.2,,23,,,,,,,,,,,16,,,,FRA,"MF,DF",24.0,1999.0,19.2,,,,,,,,,,,,,,,,,,,,,FRA,"MF,DF",24.0,1999.0,19.2,,,,,,,,,,,,,,,,,FRA,"MF,DF",24.0,1999.0,19.2,2,0,0,29,35,0,1,16,23,,,0,FRA,"MF,DF",24.0,1999.0,19.2,1,10,3,30.0,0.52,0.16,0.1,0.33,0,0,Boubacar Kamara,Aston Villa,1726,1,0,0,0,0,0,0,23,0,0,16,0,0,0,0,0,,,0,0,30.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Diego Carlos,BRA,DF,31.0,1993.0,10,8,830,9.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,BRA,DF,31.0,1993.0,9.2,,,,,,,,,,,,,,,0,,,,,,BRA,DF,31.0,1993.0,9.2,,2,,,,,,,,,,,5,,,,BRA,DF,31.0,1993.0,9.2,,,,,,,,,,,,,,,,,,,,,BRA,DF,31.0,1993.0,9.2,,,,,,,,,,,,,,,,,BRA,DF,31.0,1993.0,9.2,1,0,0,11,1,1,0,5,2,,,0,BRA,DF,31.0,1993.0,9.2,0,4,1,25.0,0.43,0.11,0.0,0.0,0,0,Diego Carlos,Aston Villa,830,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,,,0,0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Donyell Malen,NED,MF,25.0,1999.0,14,2,305,3.4,3,0,3,3,0,0,0,0,0.89,0.0,0.89,0.89,0.89,NED,MF,25.0,1999.0,3.4,,,,,,,,,,,,,,,0,,,,,,NED,MF,25.0,1999.0,3.4,,4,,,,,,,,,,,0,,,,NED,MF,25.0,1999.0,3.4,,,,,,,,,,,,,,,,,,,,,NED,MF,25.0,1999.0,3.4,,,,,,,,,,,,,,,,,NED,MF,25.0,1999.0,3.4,0,0,0,1,5,2,8,0,4,,,0,NED,MF,25.0,1999.0,3.4,3,15,9,60.0,4.43,2.66,0.2,0.33,0,0,Donyell Malen,Aston Villa,305,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,,0,0,60.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Emi Buendía,ARG,"FW,MF",27.0,1996.0,12,0,98,1.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ARG,"FW,MF",27.0,1996.0,1.1,,,,,,,,,,,,,,,0,,,,,,ARG,"FW,MF",27.0,1996.0,1.1,,5,,,,,,,,,,,0,,,,ARG,"FW,MF",27.0,1996.0,1.1,,,,,,,,,,,,,,,,,,,,,ARG,"FW,MF",27.0,1996.0,1.1,,,,,,,,,,,,,,,,,ARG,"FW,MF",27.0,1996.0,1.1,1,0,0,4,6,0,0,0,5,,,0,ARG,"FW,MF",27.0,1996.0,1.1,0,5,0,0.0,4.59,0.0,0.0,,0,0,Emi Buendía,Aston Villa,98,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Emiliano Martínez,ARG,GK,31.0,1992.0,37,37,3194,35.5,0,0,0,0,0,0,5,1,0.0,0.0,0.0,0.0,0.0,ARG,GK,31.0,1992.0,35.5,,,,,,,,,,,,,,,0,,,,,,ARG,GK,31.0,1992.0,35.5,,3,,,,,,,,,,,0,,,,ARG,GK,31.0,1992.0,35.5,,,,,,,,,,,,,,,,,,,,,ARG,GK,31.0,1992.0,35.5,,,,,,,,,,,,,,,,,ARG,GK,31.0,1992.0,35.5,5,1,0,2,5,0,0,0,3,,,0,ARG,GK,31.0,1992.0,35.5,0,0,0,,0.0,0.0,,,0,0,Emiliano Martínez,Aston Villa,3194,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Ezri Konsa,ENG,DF,26.0,1997.0,34,33,2936,32.6,2,0,2,2,0,0,1,0,0.06,0.0,0.06,0.06,0.06,ENG,DF,26.0,1997.0,32.6,,,,,,,,,,,,,,,0,,,,,,ENG,DF,26.0,1997.0,32.6,,20,,,,,,,,,,,24,,,,ENG,DF,26.0,1997.0,32.6,,,,,,,,,,,,,,,,,,,,,ENG,DF,26.0,1997.0,32.6,,,,,,,,,,,,,,,,,ENG,DF,26.0,1997.0,32.6,1,0,0,9,47,1,5,24,20,,,0,ENG,DF,26.0,1997.0,32.6,2,11,5,45.5,0.34,0.15,0.18,0.4,0,0,Ezri Konsa,Aston Villa,2936,2,0,0,0,0,0,0,20,0,0,24,0,0,0,0,0,,,0,0,45.5,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Ian Maatsen,NED,DF,22.0,2002.0,29,10,1139,12.7,1,2,3,1,0,0,2,0,0.08,0.16,0.24,0.08,0.24,NED,DF,22.0,2002.0,12.7,,,,,,,,,,,,,,,2,,,,,,NED,DF,22.0,2002.0,12.7,,18,,,,,,,,,,,18,,,,NED,DF,22.0,2002.0,12.7,,,,,,,,,,,,,,,,,,,,,NED,DF,22.0,2002.0,12.7,,,,,,,,,,,,,,,,,NED,DF,22.0,2002.0,12.7,2,0,0,11,9,3,51,18,18,,,0,NED,DF,22.0,2002.0,12.7,1,19,5,26.3,1.5,0.4,0.05,0.2,0,0,Ian Maatsen,Aston Villa,1139,1,2,0,0,0,0,0,18,0,0,18,0,0,0,0,0,,,0,0,26.3,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Jacob Ramsey,ENG,MF,23.0,2001.0,29,19,1623,18.0,1,3,4,1,0,0,4,1,0.06,0.17,0.22,0.06,0.22,ENG,MF,23.0,2001.0,18.0,,,,,,,,,,,,,,,3,,,,,,ENG,MF,23.0,2001.0,18.0,,15,,,,,,,,,,,8,,,,ENG,MF,23.0,2001.0,18.0,,,,,,,,,,,,,,,,,,,,,ENG,MF,23.0,2001.0,18.0,,,,,,,,,,,,,,,,,ENG,MF,23.0,2001.0,18.0,4,1,1,13,28,5,11,8,15,,,0,ENG,MF,23.0,2001.0,18.0,1,19,4,21.1,1.05,0.22,0.05,0.25,0,0,Jacob Ramsey,Aston Villa,1623,1,3,0,0,0,0,0,15,0,0,8,0,0,0,0,0,,,0,0,21.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Jaden Philogene Bidace,ENG,MF,22.0,2002.0,11,2,332,3.7,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,ENG,MF,22.0,2002.0,3.7,,,,,,,,,,,,,,,0,,,,,,ENG,MF,22.0,2002.0,3.7,,5,,,,,,,,,,,3,,,,ENG,MF,22.0,2002.0,3.7,,,,,,,,,,,,,,,,,,,,,ENG,MF,22.0,2002.0,3.7,,,,,,,,,,,,,,,,,ENG,MF,22.0,2002.0,3.7,4,1,1,13,8,1,4,3,5,,,0,ENG,MF,22.0,2002.0,3.7,0,7,0,0.0,1.9,0.0,0.0,,0,0,Jaden Philogene Bidace,Aston Villa,332,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,John McGinn,SCO,MF,29.0,1994.0,34,27,2223,24.7,1,4,5,1,0,0,7,0,0.04,0.16,0.2,0.04,0.2,SCO,MF,29.0,1994.0,24.7,,,,,,,,,,,,,,,4,,,,,,SCO,MF,29.0,1994.0,24.7,,23,,,,,,,,,,,11,,,,SCO,MF,29.0,1994.0,24.7,,,,,,,,,,,,,,,,,,,,,SCO,MF,29.0,1994.0,24.7,,,,,,,,,,,,,,,,,SCO,MF,29.0,1994.0,24.7,7,0,0,43,69,3,60,11,23,,,0,SCO,MF,29.0,1994.0,24.7,1,31,5,16.1,1.26,0.2,0.03,0.2,0,0,John McGinn,Aston Villa,2223,1,4,0,0,0,0,0,23,0,0,11,0,0,0,0,0,,,0,0,16.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Jáder Durán,COL,FW,20.0,2003.0,20,4,638,7.1,7,0,7,7,0,0,3,1,0.99,0.0,0.99,0.99,0.99,COL,FW,20.0,2003.0,7.1,,,,,,,,,,,,,,,0,,,,,,COL,FW,20.0,2003.0,7.1,,7,,,,,,,,,,,0,,,,COL,FW,20.0,2003.0,7.1,,,,,,,,,,,,,,,,,,,,,COL,FW,20.0,2003.0,7.1,,,,,,,,,,,,,,,,,COL,FW,20.0,2003.0,7.1,3,1,0,14,15,5,3,0,7,,,0,COL,FW,20.0,2003.0,7.1,7,31,15,48.4,4.37,2.12,0.23,0.47,0,0,Jáder Durán,Aston Villa,638,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,,,0,0,48.4,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Kosta Nedeljković,SRB,DF,18.0,2005.0,5,0,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,SRB,DF,18.0,2005.0,1.4,,,,,,,,,,,,,,,0,,,,,,SRB,DF,18.0,2005.0,1.4,,4,,,,,,,,,,,1,,,,SRB,DF,18.0,2005.0,1.4,,,,,,,,,,,,,,,,,,,,,SRB,DF,18.0,2005.0,1.4,,,,,,,,,,,,,,,,,SRB,DF,18.0,2005.0,1.4,0,0,0,0,1,0,1,1,4,,,0,SRB,DF,18.0,2005.0,1.4,0,0,0,,0.0,0.0,,,0,0,Kosta Nedeljković,Aston Villa,126,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Lamare Bogarde,NED,"DF,MF",20.0,2004.0,8,5,476,5.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,NED,"DF,MF",20.0,2004.0,5.3,,,,,,,,,,,,,,,0,,,,,,NED,"DF,MF",20.0,2004.0,5.3,,6,,,,,,,,,,,1,,,,NED,"DF,MF",20.0,2004.0,5.3,,,,,,,,,,,,,,,,,,,,,NED,"DF,MF",20.0,2004.0,5.3,,,,,,,,,,,,,,,,,NED,"DF,MF",20.0,2004.0,5.3,2,0,0,8,11,0,0,1,6,,,0,NED,"DF,MF",20.0,2004.0,5.3,0,1,1,100.0,0.19,0.19,0.0,0.0,0,0,Lamare Bogarde,Aston Villa,476,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,,,0,0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Leon Bailey,JAM,MF,26.0,1997.0,24,14,1139,12.7,1,2,3,1,0,0,3,0,0.08,0.16,0.24,0.08,0.24,JAM,MF,26.0,1997.0,12.7,,,,,,,,,,,,,,,2,,,,,,JAM,MF,26.0,1997.0,12.7,,4,,,,,,,,,,,4,,,,JAM,MF,26.0,1997.0,12.7,,,,,,,,,,,,,,,,,,,,,JAM,MF,26.0,1997.0,12.7,,,,,,,,,,,,,,,,,JAM,MF,26.0,1997.0,12.7,3,0,0,12,18,3,34,4,4,,,0,JAM,MF,26.0,1997.0,12.7,1,28,6,21.4,2.21,0.47,0.04,0.17,0,0,Leon Bailey,Aston Villa,1139,1,2,0,0,0,0,0,4,0,0,4,0,0,0,0,0,,,0,0,21.4,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Lucas Digne,FRA,DF,31.0,1993.0,32,28,2351,26.1,0,4,4,0,0,0,4,0,0.0,0.15,0.15,0.0,0.15,FRA,DF,31.0,1993.0,26.1,,,,,,,,,,,,,,,4,,,,,,FRA,DF,31.0,1993.0,26.1,,36,,,,,,,,,,,22,,,,FRA,DF,31.0,1993.0,26.1,,,,,,,,,,,,,,,,,,,,,FRA,DF,31.0,1993.0,26.1,,,,,,,,,,,,,,,,,FRA,DF,31.0,1993.0,26.1,4,0,0,21,16,7,140,22,36,,,0,FRA,DF,31.0,1993.0,26.1,0,13,3,23.1,0.5,0.11,0.0,0.0,0,0,Lucas Digne,Aston Villa,2351,0,4,0,0,0,0,0,36,0,0,22,0,0,0,0,0,,,0,0,23.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Marco Asensio,ESP,MF,28.0,1996.0,13,9,743,8.3,3,1,4,3,0,2,2,0,0.36,0.12,0.48,0.36,0.48,ESP,MF,28.0,1996.0,8.3,,,,,,,,,,,,,,,1,,,,,,ESP,MF,28.0,1996.0,8.3,,5,,,,,,,,,,,2,,,,ESP,MF,28.0,1996.0,8.3,,,,,,,,,,,,,,,,,,,,,ESP,MF,28.0,1996.0,8.3,,,,,,,,,,,,,,,,,ESP,MF,28.0,1996.0,8.3,2,0,0,11,8,2,38,2,5,,,0,ESP,MF,28.0,1996.0,8.3,3,24,11,45.8,2.91,1.33,0.13,0.27,0,2,Marco Asensio,Aston Villa,743,3,1,0,0,0,0,0,5,0,0,2,0,0,0,0,0,,,0,0,45.8,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Marcus Rashford,ENG,"FW,MF",26.0,1997.0,10,4,444,4.9,2,2,4,1,1,1,0,0,0.41,0.41,0.81,0.2,0.61,ENG,"FW,MF",26.0,1997.0,4.9,,,,,,,,,,,,,,,2,,,,,,ENG,"FW,MF",26.0,1997.0,4.9,,7,,,,,,,,,,,1,,,,ENG,"FW,MF",26.0,1997.0,4.9,,,,,,,,,,,,,,,,,,,,,ENG,"FW,MF",26.0,1997.0,4.9,,,,,,,,,,,,,,,,,ENG,"FW,MF",26.0,1997.0,4.9,0,0,0,1,3,1,28,1,7,,,0,ENG,"FW,MF",26.0,1997.0,4.9,2,19,7,36.8,3.85,1.42,0.05,0.14,1,1,Marcus Rashford,Aston Villa,444,2,2,0,0,0,0,0,7,0,0,1,0,0,0,0,0,,,0,0,36.8,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Matty Cash,POL,DF,26.0,1997.0,27,24,2070,23.0,1,1,2,1,0,0,7,0,0.04,0.04,0.09,0.04,0.09,POL,DF,26.0,1997.0,23.0,,,,,,,,,,,,,,,1,,,,,,POL,DF,26.0,1997.0,23.0,,31,,,,,,,,,,,22,,,,POL,DF,26.0,1997.0,23.0,,,,,,,,,,,,,,,,,,,,,POL,DF,26.0,1997.0,23.0,,,,,,,,,,,,,,,,,POL,DF,26.0,1997.0,23.0,7,0,0,27,20,1,40,22,31,,,0,POL,DF,26.0,1997.0,23.0,1,13,6,46.2,0.57,0.26,0.08,0.17,0,0,Matty Cash,Aston Villa,2070,1,1,0,0,0,0,0,31,0,0,22,0,0,0,0,0,,,0,0,46.2,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Morgan Rogers,ENG,MF,22.0,2002.0,37,37,3114,34.6,8,10,18,8,0,0,10,0,0.23,0.29,0.52,0.23,0.52,ENG,MF,22.0,2002.0,34.6,,,,,,,,,,,,,,,10,,,,,,ENG,MF,22.0,2002.0,34.6,,22,,,,,,,,,,,6,,,,ENG,MF,22.0,2002.0,34.6,,,,,,,,,,,,,,,,,,,,,ENG,MF,22.0,2002.0,34.6,,,,,,,,,,,,,,,,,ENG,MF,22.0,2002.0,34.6,10,0,0,49,51,2,28,6,22,,,0,ENG,MF,22.0,2002.0,34.6,8,55,20,36.4,1.59,0.58,0.15,0.4,0,0,Morgan Rogers,Aston Villa,3114,8,10,0,0,0,0,0,22,0,0,6,0,0,0,0,0,,,0,0,36.4,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Ollie Watkins,ENG,FW,28.0,1995.0,38,31,2598,28.9,16,8,24,14,2,2,2,0,0.55,0.28,0.83,0.48,0.76,ENG,FW,28.0,1995.0,28.9,,,,,,,,,,,,,,,8,,,,,,ENG,FW,28.0,1995.0,28.9,,7,,,,,,,,,,,7,,,,ENG,FW,28.0,1995.0,28.9,,,,,,,,,,,,,,,,,,,,,ENG,FW,28.0,1995.0,28.9,,,,,,,,,,,,,,,,,ENG,FW,28.0,1995.0,28.9,2,0,0,29,33,16,7,7,7,,,0,ENG,FW,28.0,1995.0,28.9,16,84,40,47.6,2.91,1.39,0.17,0.35,2,2,Ollie Watkins,Aston Villa,2598,16,8,0,0,0,0,0,7,0,0,7,0,0,0,0,0,,,0,0,47.6,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Pau Torres,ESP,DF,27.0,1997.0,24,23,2020,22.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,ESP,DF,27.0,1997.0,22.4,,,,,,,,,,,,,,,0,,,,,,ESP,DF,27.0,1997.0,22.4,,15,,,,,,,,,,,9,,,,ESP,DF,27.0,1997.0,22.4,,,,,,,,,,,,,,,,,,,,,ESP,DF,27.0,1997.0,22.4,,,,,,,,,,,,,,,,,ESP,DF,27.0,1997.0,22.4,2,0,0,8,7,0,4,9,15,,,0,ESP,DF,27.0,1997.0,22.4,0,8,3,37.5,0.36,0.13,0.0,0.0,0,0,Pau Torres,Aston Villa,2020,0,0,0,0,0,0,0,15,0,0,9,0,0,0,0,0,,,0,0,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Robin Olsen,SWE,GK,34.0,1990.0,4,1,226,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,SWE,GK,34.0,1990.0,2.5,,,,,,,,,,,,,,,0,,,,,,SWE,GK,34.0,1990.0,2.5,,0,,,,,,,,,,,0,,,,SWE,GK,34.0,1990.0,2.5,,,,,,,,,,,,,,,,,,,,,SWE,GK,34.0,1990.0,2.5,,,,,,,,,,,,,,,,,SWE,GK,34.0,1990.0,2.5,0,0,0,0,0,0,0,0,0,,,0,SWE,GK,34.0,1990.0,2.5,0,0,0,,0.0,0.0,,,0,0,Robin Olsen,Aston Villa,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Ross Barkley,ENG,MF,30.0,1993.0,20,3,581,6.5,3,1,4,3,0,0,3,0,0.46,0.15,0.62,0.46,0.62,ENG,MF,30.0,1993.0,6.5,,,,,,,,,,,,,,,1,,,,,,ENG,MF,30.0,1993.0,6.5,,4,,,,,,,,,,,10,,,,ENG,MF,30.0,1993.0,6.5,,,,,,,,,,,,,,,,,,,,,ENG,MF,30.0,1993.0,6.5,,,,,,,,,,,,,,,,,ENG,MF,30.0,1993.0,6.5,3,0,0,8,3,0,1,10,4,,,0,ENG,MF,30.0,1993.0,6.5,3,16,6,37.5,2.48,0.93,0.19,0.5,0,0,Ross Barkley,Aston Villa,581,3,1,0,0,0,0,0,4,0,0,10,0,0,0,0,0,,,0,0,37.5,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Tyrone Mings,ENG,DF,31.0,1993.0,14,12,1120,12.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,ENG,DF,31.0,1993.0,12.4,,,,,,,,,,,,,,,0,,,,,,ENG,DF,31.0,1993.0,12.4,,6,,,,,,,,,,,7,,,,ENG,DF,31.0,1993.0,12.4,,,,,,,,,,,,,,,,,,,,,ENG,DF,31.0,1993.0,12.4,,,,,,,,,,,,,,,,,ENG,DF,31.0,1993.0,12.4,1,0,0,4,11,0,1,7,6,,,0,ENG,DF,31.0,1993.0,12.4,0,9,1,11.1,0.72,0.08,0.0,0.0,0,0,Tyrone Mings,Aston Villa,1120,0,0,0,0,0,0,0,6,0,0,7,0,0,0,0,0,,,0,0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENG-Premier League,2425,Aston Villa,Youri Tielemans,BEL,MF,27.0,1997.0,36,35,3026,33.6,3,7,10,3,0,1,4,0,0.09,0.21,0.3,0.09,0.3,BEL,MF,27.0,1997.0,33.6,,,,,,,,,,,,,,,7,,,,,,BEL,MF,27.0,1997.0,33.6,,58,,,,,,,,,,,22,,,,BEL,MF,27.0,1997.0,33.6,,,,,,,,,,,,,,,,,,,,,BEL,MF,27.0,1997.0,33.6,,,,,,,,,,,,,,,,,BEL,MF,27.0,1997.0,33.6,4,0,0,41,56,0,118,22,58,,,0,BEL,MF,27.0,1997.0,33.6,3,41,13,31.7,1.22,0.39,0.07,0.23,0,1,Youri Tielemans,Aston Villa,3026,3,7,0,0,0,0,0,58,0,0,22,0,0,0,0,0,,,0,0,31.7,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
